id,comment,rating,placeId,touristId
105,"A solemn monument honoring the brave soldiers from Singapore who laid down their lives in World War I and II. Many of them are unknown, rest in peace... Lest we forget 🙏",5,22,6
106,"Little India is a vibrant place in Singapore with street arts, temples, and authentic Indian shops. During my visit I was strolling through the place and loved the vibe. A recommended visit if you're looking for Indian food, garments, and jewellery.",5,24,4
107,"You need to visit this temple as it holds insane serene energy! You can simply sit there next to the wall, observe prayers or pray yourself, but even absorbing the energy of the place is already healing and inspiring. Don’t treat it as a sightseeing, treat it as a sacred space where you can charge your spiritual batteries ✨  It’s free of charge. You may donate some money if you feel so. Don’t forget to cover your shoulders and knees. But they also have some cloth to borrow in case you came unprepared",5,24,5
108,"Felt very proud to see such a wonderful and well maintained Indian temple in Singapore. Every single statue is so elegant and exquisitely carved. The detailing is breathtaking. The silver and gold work too is rich and mesmerizing. Prasadam is kept in a basket for the devotees, wrapped in cute small betel leaves. The best part of the temple is the energising fragrance of the temple premises which is a mix of ghee lamps, incense sticks and fresh flowers offerings to Kali Mata",5,24,6
109,"My visit to Sri Veeramakaliamman Temple in Little India was a standout moment. This temple, dedicated to Goddess Kali  and Parvati, is open daily from 5:30 AM–12:30 PM and 4:00 PM–9:30 PM (closed midday)  ￼. Visitors are welcomed with open arms—just remember to leave your shoes at the entrance and dress modestly (cover shoulders and knees; wraps are provided free if needed)  ￼.  The exterior is an absolute visual feast: the façade bursts with bright pastel colors, intricate carvings, and rows of sculpted deities and mythical creatures in vivid detail . The gopuram (tower) is especially spectacular, stacked with figures in perfect harmony  ￼. Built in the Dravidian style, the temple dates back to 1881—with roots stretching even earlier into a small 1855 shrine  ￼.  Inside and out, it’s a dazzling blend of culture, artistry, and devotion. Everything is well-maintained and deeply vibrant. Even if you didn’t go in, the energy and beauty from the outside give a strong preview of the spiritual richness within.  Highly recommend carving out time during your Little India visit—you’ll leave feeling inspired and uplifted.",5,24,1
110,"A beautiful and vibrant temple dedicated to Goddess Kali, and one of the oldest Hindu temples in Singapore. Located in the heart of Little India, Sri Veeramakaliamman Temple is rich in history and spiritual significance — it was the first Hindu temple built in Singapore. The intricate carvings and colorful statues make it a stunning sight, and it’s a peaceful place for worship or quiet reflection. A meaningful stop for anyone interested in culture, history, or spirituality.",5,24,2
111,"As a Singaporean, I try not to give places of interest bad ratings to promote Singapore's tourism scene. However, even I am having a hard time singing praises of Maghain Aboth Synagogue. If not for a friendly french guide with a humble disposition, this rating would have been alot worse. I discovered this synagogue through SgFest and was directed to their website where I made my booking. Upon arrival, I was told to pass my IC to the guard, which i did so. They asked me to show them my email, which i also did so. I passed my phone to their security, and while scrolling the mail, the mail was sent accidentally to my spam mail. That was when all my woes started. They said that I did not show them the mail and demanded to see it again. At this time, I did not know it was sent to my spam mail. After checking every folder in 2 google email accounts, I finally found the ticket in my spam mail. In total, I had to surrender my IC twice, had my pouch(with a powerbank) checked twice. In the process of surrendering my IC, my wad of dollar bills fell out of my wallet. After collecting my composure and completing the compulsory paperwork, I told the security that things were disorganized and disorderly here. I was told if I did not like it, I could leave. Seriously? What kind of hospitality is this you are showing to your guests? I actually took up the guard's challenge and headed to the exit where the guard stopped me and asked me to proceed on. You could visit any religious place of worship in Singapore and not be treated in this disrespectful manner. Very poor hospitality on Maghain Aboth Synagogue on their part. The only saving grace is their guide who spoke English with great clarity. However, I did not learn much about the Jewish community during this visit as I was totally pissed off.",2,25,6
112,"Informative place that provides insight into the life of Jews in Singapore, a minority community here. There are a total of 5 synagogues in Singapore. Some of the prominent Jews here include David Marshall, Jacob Bellas etc. This synagogue is centrally located, there’s a Jewish supermarket selling kosher food, a small museum and you can enter the synagogue to take a look during non-prayer times.",4,25,1
113,A beautiful synagogue to visit. The architecture of the building is simply amazing. Had a quick tour of the place and got to know more about the Jewish Faith and community.,5,25,2
114,Wish I could have seen it on my trip to Singapore but they won’t let you up to pray won’t let you in to eat so I’m very disappointed with my experience at this Shul. Hope others have better times,1,25,3
115,So friendly and welcoming! The community here is amazing especially young Mendal from Chabad.,5,25,4
116,My wife and I were in Singapore some 4 weeks ago on a short vacation from Australia. We visited the former Supreme Court which is located centrally in an area of the Singapore National Gallery which comprises the Supreme Court Wing & City Hall Wing Beautiful Victorian / classical architectural building both inside and out. It was certainly great to visit and see. Highly recommended if you are ever in Singapore.,5,26,6
117,"The Former Supreme Court is revitalized part of National Gallery which has 2 wings (Supreme Court Wing & City Hall Wing). Rotunda Library and Archive is a 2-storey library at L3 of this wing. It is a circular building with columns and a dome ceiling. There is a collection of artist monographs, exhibition catalogues, art journals & archives from the 19th to 21st centuries.",5,26,1
118,"A beautiful heritage building repurposed nicely,  a valuable asset worth a visit.",4,26,2
119,Former Singapore Supreme Court. ( Singapore National Gallery ) Photo taken at Rotunda Library Doom roof. Level 4M Visiting hrs: Mon - Fri. 10am - 12.30pm & 2pm - 5pm daily except Public Holiday fall on Weekends and Weekday  Closed.,5,26,3
120,"Beautiful building, a mix of colonial architecture and art deco architecture on the interior. The volunteer guides who run the tours are lovely and are full of knowledge, great experience.",5,26,4
121,On thiong bahru street have a lot of food. In restaurant usually waiter use mandarin or singlish. But sometime waiter also can speak melayu because have a lot of malaysian.,5,27,5
122,"First generation public housing estate, now refurbished and marketed as a cool, hip neighbourhood. As a result the food places and new-gen shops have upped their prices. Old school businesses are being turfed out. Grandads and grannies can no longer congregate in kopi stalls and shoot the breeze. Lovely murals by Yip Yew Chong along Seng Poh Lane Blk 71 (“Bird Singing Corner”) give you an idea of what the old Tiong Baru was like",4,27,6
123,"Nice new and big! Good for all kinds of events, also good for kids to play in such a big space where has no vehicles!",5,27,1
124,"Nice amenities, and quite a windy estate. I like the covered car park which makes it almost as wonderful as a condominium.",4,27,2
125,Great place for stairs training. 40 storeys with an epic view. 🤩,5,27,3
126,"This was our first meal. The hours may say 24 hours on Google but that’s not how it is in real life. Some of the stalls we wanted to try closed earlier. This location is very touristy and became very popular after Crazy Rich Asians. I’ll summarize the food that we tried. Overall, it’s about a 3.5-4. You can find some good stalls here. One thing to mention is that you have to take your trays and used dishes to the designated areas. Sorry to say but way too many white Americans tend not to do this. This is why Americans get a bad reputation.  -Best satay 3.5 - we got a mix. The prawns were very tasty. Chicken was good. Some of the beef was a bit dry.  -Ming Kee Roasted 5 - I got the signature (roasted duck with roasted pork). I loved this dish. It was made fresh. The duck and pork were both very tender and succulent. It tasted even better with the rice. I recommend stopping here.  Fried Buns 5 - I ordered the Shanghai steamed dumplings and Shanghai dumplings in chili oil. They were both excellent. Chili oil is not spicy at all. Dumplings were not dry and had a good flavor.  -Noodles in fish soup 5 - it was pretty good if you don’t mind the fish taste. Noodles were chewy. Flavorful dish.  -Ice kacang 3 - it was pretty much like flavored shaved ice, nothing special. The Korean shaved ice is better.  -Golden Shoe hokkien mee 1 - the oyster omelette was really bad. There were more burnt pieces than actual oysters. Somehow they ran out of fried carrot cake.  -Chicken wings 5 - Very juicy. A lot better than the oyster omelette.",4,28,6
127,Very lively hawker. Loved satay street! We liked it so much we went twice. Take your time and walk around to all of the stalls. Try stall 8 for satay! It picks up a lot after 7 or 8 pm!,5,28,1
128,"One of the most popular Food Centre you must visit in Singapore, well known by local and tourists. Come in after 7pm to the satay street to enjoy the satay, BBQ prawn and many... and embedded in the fantastic ambience. There are many local and foreign delight to be discover here.",5,28,2
129,"The food is great and the atmosphere fantastic. There were so many choices to eat, we decided to purchase from different hawker stalls and share. I can see why this establishment is so popular, the building itself is a work of art.",5,28,3
130,"An open street food inside an open dining food hall. The food options are plenty and food is really good. You can't go wrong and we ordered from the popular and less crowded stalls and to our surprise, some of the less popular stalls are really good too. Sorry for the eaten food in the pictures but I was really hungry 😋",5,28,4
131,"Such a street I tell you, on my visit to Singapore I used to walk and walk and walk around in this perfectly Instagram shot lanes with graffiti, cool restaurants, heritage buildings which gives you the best best best Singaporean vibe. Just sulk in the coolness on this area.",5,29,4
132,"Well am proud of the Malay heritage. There should be more displays on the earlier history of Singapore. Singapore was already a thriving port before Raffles came. So he didn't really ""found"" Singapore. Too much credit was given to him.",4,29,5
133,The tour guide here was amazing! I got to know the history of Singapore well. Also it’s free of charge.,5,29,6
134,It was good it has activities sheet and mission to do it you can learn about the Malay artifacts.,5,29,1
135,"Kampong gelam, You will find no rum. Walk, do not run. Remember to have some fun.",5,29,2
136,"Really cool and informative museum with huge, multi-floor permanent and temporary exhibitions display. What charms there most, are its beautifully crafted architectural interiors along with great variety of original historical exhibits, artifacts, documents and photographs. Well done indeed!",5,30,3
137,"The Peranakan Museum is a wonderful museum about the Peranakan culture. If culture, people, and traditions are your cup of tea, you should come and see this museum. Situated in a historic building, it hosted a vast collection of cultural items. I spent couple of hours there, reading, absorbing, and admiring the displays. It's simply amazing. To me, I truly enjoyed the visit. The Peranakan Museum is a hidden gem in Singapore",5,30,4
138,"Went on a Sunday and is fortunately not very crowded. The whole place isn’t very big but there are actually a lot to see, especially if you interested to know about the Peranakan people and their culture. There’s also the batiks that are showcased from different eras and how the colours evolved over time.  A cooling place to spend some time exploring and away from the hot sun.  Right now it’s free entry to Singaporeans. May be good to go with guided tours so they bring you around and explain to you in more detail.  Recommended to go to the special exhibition area too at $6 per adult. Seniors enter for free.",5,30,5
139,"The Peranakan Museum may not be very big, but it’s definitely worth a visit. It’s thoughtfully curated, with interesting exhibits that offer a glimpse into the unique Peranakan culture. I especially enjoyed the beautiful artifacts and intricate batik pieces on display. The museum layout makes it easy to explore, and there’s a good mix of history, art, and personal stories. A charming little gem if you’re curious about Singapore’s cultural heritage!",5,30,6
140,Very cosy museum which focuses on all things Peranakan from portraits to living spaces to ceramics and fashion.  What i liked is that there is a focused theme  so it won’t feel like a large museum with so many things to digest.  Met an uncle staff who very kindly shared about the Nyonya pieces which was very heart warming.  Able to buy tickets at lobby directly. Additionally the museum has a large lift which seems convenient for even wheelchair bound visitors.  A short walk from either City Hall or Bencoolen MRT  An enriching experience and I would really love to be back more times.,5,30,1
141,"Our stay here was in 2022 during the recovery from Covid.  We were lucky to experience this iconic hotel after its beautiful renovation.  We really enjoyed our 3 nights stay here.  First time we have ever had a butler to assist us, though I must admit we didn’t really utilize her services much (we were not used to this).  We love the design of the rooms and overall hotel.  Love the old meets the new-very classy & elegant!  Would definitely stay again if the opportunity presents itself!  Service: 5 stars/attentive & courteous. The Bed: 5 stars/very comfortable—firm with a plush. Amenities & Cleanliness: 5 stars/love the rooftop pool. Everything was clean & elegant. Yocation: 5 stars/walkable to many surrounding restaurants & shops.",5,31,4
142,"An iconic stop if you’re visiting Singapore – Raffles Hotel is more than just a luxury landmark, it’s an experience. The beautifully restored colonial architecture is stunning, but what really stood out were the elegant boutiques and cosy cafes that wrap around the outside of the hotel. Whether you’re browsing high-end fashion or just grabbing a coffee and people-watching, it’s the perfect place to soak in the atmosphere.  One hidden gem is the gorgeous Victorian fountain in the courtyard, originally from Glasgow – a lovely nod to history and a peaceful spot to pause and unwind. Even if you’re not staying here, it’s well worth wandering through for a taste of Singapore’s heritage and a little moment of calm in the heart of the city.",5,31,5
143,"Excellent stay from start to finish. Attentive service and a warm friendly welcome. Nothing is too much trouble. The restaurants and Long Bar experience is really special. We loved the pool area with its comfortable sun loungers and poolside cocktails. Hope we can return some day, it was a dream come true.",5,31,6
144,"From the moment we arrived at Raffles Singapore, everything felt like a dream. Every detail — from the welcoming staff to the beautifully curated experiences — was filled with a magical touch that made our stay unforgettable.  The balance of elegance, history, and modern comfort at Raffles is unmatched. Whether it was the History Tour, our time at Long Bar, or the dining experience at Butcher’s Block, each moment was curated with excellence and heart.  I will continue to recommend Raffles as the epitome of timeless hospitality.",5,31,1
145,"Raffles Hotel offers a nostalgic atmosphere blended with modern touches. The staff are very friendly and helpful, and we really enjoyed the hotel’s history tour — it was informative and engaging.  However, we were quite disappointed that we couldn’t swim in the pool because it was still closed at 7:05 AM, even though the official opening time is 7:00 AM. Additionally, offering guests a welcome drink during check-in would make the arrival experience feel warmer and more inviting.",4,31,2
146,Do not be tricked by its quiet and less crowded environment.  This place packed a punch with many great artworks . We really enjoyed spending our afternoon here . Highly recommended !,5,32,2
147,"24/2/2025 Roam around this area, good place for photography. A few washrooms around. Plenty of parking lots available. A few restaurants but too early when I was here.",5,32,3
148,Nice ambience and green. We did our company photoshoot there and it has the colonial touch.,5,32,4
149,"Thrill G Haus vibes at Gillman Barracks, a unique space for events like this.",5,32,5
150,"This place has many small private art galleries. Some modern and avant-garde, others traditional. The art exhibitions will change after a few months so it is worth a revisit from time to time. Admission free. There some restaurants around here, too. A nice place to soak in the artistic atmosphere.",5,32,6
151,"The ArtScience Museum gave me one of the most inspiring experiences during my trip. I got to see a beautiful blend of science, technology, and art in a way that felt both futuristic and deeply creative.  One of the most impressive exhibitions was about fashion and sustainability. They showcased recycled materials turned into actual wearable high-fashion pieces. It wasn’t just for show. These were real outfits worn by celebrities, and every single piece looked stunning. The craftsmanship and design were on another level.  What amazed me the most was learning how each piece was made. The process was detailed, thoughtful, and innovative. It made me appreciate how art and science can work together to change the way we think about fashion and the environment.  Every room in the museum had something to admire. If you love creativity with a purpose, this is a place you absolutely should not miss.",5,33,6
152,"While planning my trip to Singapore, I heard about the Iris van Herpen exhibition. As I admire this designer, I booked my tickets in advance. The architecture is  beautiful, from the outside and the inside. A lot of photos spots everywhere. I didn't have to queue because I bought my ticket inadvance. Even for a weekday, there were a lot of people. The atmosphere inside the museum is incredible. The staff was nice. The exhibition was one of the highlights of my discovery of Singapore. The installations were so beautiful, putting forward the work of the designer. It was scenic.",5,33,1
153,"An amazing museum that’s truly worth visiting for both adults and kids. It consists of several sections, each offering a different activity, including drawing and digital interaction with the artwork. I highly recommend everyone to visit it 👌🏻 The location is excellent—close to a shopping mall and lakes, with beautiful outdoor seating near the stunning purple lotus lake.",5,33,2
154,"Beautiful building at Marina Bay. The future world exhibition was a bit strange - I was expecting future tech, AI etc, but it was interesting nonetheless. Highlight was actually the Iris van Herpen exhibition - stunning.",5,33,3
155,A great place to visit especially if you got kids. They have exhibitions and interactive areas like Future World. Each place has a separate entry fee which can be brought online or at the counter. Future World is very immersive and fun. The museum structure is unique and picture worthy.,5,33,4
156,"There are some nice exhibitions here at the time of my visit five days ago, ticket for 6 local dollars, relatively cheap in local standards.  You can see some artistic videos which are shown as artworks, and also some very contemporary conception and representatiom of different arts. It worths to pay a visit if you like arts especially cinematic arts. But if you just want to see some fine arts, you would need to wait for opening of the other galleries.  The main museum was nearly closed, probably under renovation.There was only a free exhibition there showing the museum history. I don't know why the art museum of such a developed state would be nearly closed anytime!",4,34,6
157,"Marvelous exhibitions at the SAM at 8Q, an extension of the Singapore Art Museum! Located at the heart of the city, the SAM at 8Q features a lot of unique, creative and eye-catching contemporary art exhibitions about Singapore. Also, there are several interactive activities that are targeted at kids. So it's a great place for family outing! Be ready to have a fascinating visit to the SAM at 8Q!",5,34,1
158,Although the exhibition hall is small in scale. We really enjoyed visit here.  Singapore Residents and PR It is currently free admission.,4,34,2
159,Great for kids and adults alike with plenty of exhibits that educate and engage. The interactive exhibits are popular. The little cinema on L2 plays short animated films that are rather well made.,5,34,3
160,"8Q Singapore Art Musuem is one of my favourite place in Singapore! With their creative, innovative and interactive installation and art works on display...promising hours of entertainment for the family. I am very grateful for the staffs at the musuem for this wonderful place. Definitely a place to check out constantly!",5,34,4
161,Quiet mosque in the heart of Chinatown. But I realize something. A lot of religion buildings not actively engaging visitors for donation like what temples in Japanese are doing. They sell souvenir n make a roaring biz to support the cause. Sg should adopt the same.,5,35,6
162,"All visitors are welcome. You are expected to open your shoes on the entrance A covering kimono-like robe are provided for women visitor. Its peaceful, and serene. Clean and well maintained. Great place to pray for muslim in chinatown area.",5,35,1
163,"Visitors welcome 10-6  daily, Friday 10-12 & 2:30-6 This mosque, while simple and plain, even for a mosque, has the best signage explaining Islam that I have ever seen.",4,35,2
164,"Jamae mosque was built by the Chulia community.  This Mosque was gazetted as a national monument on 19 November 1974.  It is believed to be the oldest of the five mosques gazetted as national monuments in Singapore.  Located in the Chinatown area.  Very traditional and 'old'.  Staff are super friendly, nice and helpful.  They are happy to answer any questions or explain more about the history of the mosque to you.  They have robes that you can borrow if you are not appropriately dressed.  Highly recommend.",4,35,3
165,"Amid the bustling streets of Singapore’s Chinatown, the Jame Chulia Mosque stands as a reminder of the city’s rich multicultural past. Built in 1826 by Tamil Muslim traders from South India—known as Chulias—this mosque served as a key religious hub for the early Muslim community in colonial Singapore. Its distinct minaret and arched entrance make it one of the oldest mosques in the country, standing as a witness to nearly two centuries of history.  What makes Jame Chulia Mosque even more fascinating is its location along South Bridge Road, where multiple religious landmarks coexist side by side. Just steps away are the Sri Mariamman Temple, Singapore’s oldest Hindu temple, and the Buddha Tooth Relic Temple, an important Buddhist site. This peaceful intermingling of places of worship reflects Singapore’s ethos of religious harmony—where faiths do not compete, but rather complement one another in a shared space. Jame Chulia Mosque continues to serve not only as a place of prayer but as a symbol of how different communities have shaped the nation together.  #ramadan30days30mosques #ramadan #mosque #mosques #ramadanchallenge #islam #muslim #holymonth #tourism #travel #muslimtraveler #bangladeshi #bangladeshitraveller #singapore #jamechulia",4,35,4
166,"Only one gallery is opening now, but the campus environment is pretty cool. Thanks for the guide’s patience : D",5,36,4
167,"Very cool architecture. Keep an eye out for free exhibitions, worth a visit.",4,36,5
168,"Very cool architecture. Keep an eye out for free exhibitions, worth a visit.",5,36,6
169,This is the third time I have visited and the rude woman with thick framed glasses and short hair at the front desk every time has told me there are no exhibitions on and they at re-installing a show!!! So annoying and disappointing!!!! 🙄,1,36,1
170,"Very good architecture. Keep an eye out for free exhibitions, worth a visit.",5,36,2
171,I’m usually very afraid of heights but this experience made me feel very comfortable and at ease. It’s was an amazing 360 degree view of Singapore and the sites we saw were outstanding. Don’t miss this opportunity on your itinerary.,5,37,1
172,"The Singapore Flyer offers a spectacular 360-degree panoramic view of Singapore, and it's a worthwhile experience, particularly during sunset or at night when the city lights up. The ride is typically 30 minutes long and the capsules are spacious and comfortable. This is a MUST to do in Singapore!",5,37,2
173,It was a good experience for the good tourist attractions we did during the day and it was good to see Singapore's high rise buildings from the top of the Singapore flyer observation wheel. Another great way to ease the sunny weather of Singapore. First you need to purchase tickets and they accept walk-ins and online purchased tickets. Not crowded we got our own cabin since the time was so perfect and nobody was in the queues. There are a few cafes in the area and restaurants if you feel hungry after you see from above. This is all for all ages and I highly recommend it to everyone have fun 😊,5,37,3
174,"The structure is impressively maintained. The capsule interiors are clean, air-conditioned, and quiet, enabling visitors to enjoy the scenery without distractions. It provides a comfortable ride, even for those who are slightly nervous about heights. Whether traveling with family, friends, or alone, the Singapore Flyer offers a unique opportunity to see the city from above in a serene manner. It is a must-do in Singapore and a highlight of any trip.",5,37,4
175,"Yesterday (Monday), we went on the Singapore Flyer at 1:00 PM. It was a great overall experience. Entry was smooth since we had already purchased our tickets in advance. We were given a private capsule for our family of five, which made the ride even more enjoyable.  From the top, you can see almost all of Singapore—it’s truly a breathtaking view. The ride lasts about 35 to 40 minutes, and it’s very quiet and peaceful. You can also take some amazing photos from up there.",4,37,5
176,"Amazing building and architecture. Looks really impressive from the outside as well as inside. The hotel is great, we went up for the rooftop view, below there is a huge mall, convention centre and lot of activities inside. It is surrounded by multiple tourist spots, cultural museum, promenade and what not! If you come to Singapore, this is a must visit place. Can spend 5-6 hours nearby easily. Recommended!",5,38,2
177,"this is my first time come sg，and Absolutely Wonderful Stay! I had an amazing experience at this hotel. The staff were incredibly friendly, professional, and always ready to help. The room was clean, spacious, and very comfortable. I especially loved the attention to detail in the decor and amenities provided. The location was perfect—convenient to everything I needed, yet peaceful and quiet at night. The breakfast was delicious with a good variety of options. I truly felt welcomed and well taken care of. Highly recommended and would definitely stay here again!",5,38,3
178,"I had an exceptional stay at Marina Bay Sands in Singapore. Everything from check-in to check-out was smooth and professional. The room was immaculate, with stunning views and attention to detail in every corner.  The staff were incredibly courteous and helpful, always ready to assist with a smile. The food options were diverse and delicious, from the breakfast buffet to the in-room dining.  The location is unbeatable, with direct access to top attractions like Gardens by the Bay, the MRT, and luxury shopping.  This hotel truly lives up to its reputation—luxury, comfort, and world-class service all in one. Highly recommended for anyone visiting Singapore!",5,38,4
179,"It is an excellent hotel. Superbly maintained. Cannot say enough good things about this hotel. The care they take from the moment you walk in continues throughout. They are truly a class apart in their hospitality and maintenance. Every part of their hotel rings true. Every employee seems to be there to do his/her job to the best possible that can be done. May it last for decades to come. It is the best there is, out there.",5,38,5
180,"We first stayed at Marina Bay Sands 13 years ago, and this time we returned for just one night. Check-in was smooth and efficient — we received a temporary room card that already gave us access to the pool, which was very convenient. We decided to do some shopping first, and when we returned to collect our official room cards, we were pleasantly surprised to learn that we had been given an upgrade. This gesture was truly appreciated.  As always, the pool and the food were excellent. You have the option to enjoy breakfast either by the pool or downstairs. If you're looking for a large buffet and don’t mind a lively atmosphere, the downstairs option is ideal. However, if you prefer a quieter, more refined experience with a set menu, the poolside breakfast is the better choice.  We thoroughly enjoyed our stay and would be happy to return again in the future.",5,38,6
181,"A lovely spot to enjoy a few relaxing hours outside. The rooftop green space is ideal for picnicking, flying kites, or simply taking in the fresh air and panoramic city views. It offers a calm, family-friendly atmosphere and a refreshing escape from the hustle and bustle of urban life. More than just its aesthetic appeal, the space also plays an important functional role managing flood risks, preventing seawater intrusion, and serving as a freshwater reservoir to help meet the city’s water demands. It’s truly remarkable how it blends eco-friendly infrastructure with a welcoming public area.",5,39,6
182,"My go to place for a picnic. Perfect place to chill, unwind, catch the sunset, fly kites. Large grassy open space on rooftop with a view of the skyline. Bring your friends, family, pets, kids etc to spend a nice evening. Fully accessible for disabled. No need to reserve or book for groups below 20 pax. Drinking water fountains present.",5,39,1
183,"Beautiful place to spend a few hours outdoors. The rooftop lawn is perfect for picnics, kite flying, or just enjoying the breeze and city skyline. It’s peaceful, family friendly, and offers a nice break from the busy city.  Beyond its charm, it also serves a practical purpose helping with flood control, keeping seawater out, and creating a freshwater reservoir that supports the city’s water needs. It’s impressive how it combines environmental sustainability with public space.",5,39,2
184,"A spread out vast area with vista of the city, numerous water features and artworks. Unfortunately the sustainability museum was closed, as part of the gardens by the bay setup. An easy walk around without the massive crowd.",4,39,3
185,"One of the best place to see the city scape,, Sure! Here's a 4-star review of Marina Barrage in Singapore:  ---  **4-Star Review: Marina Barrage, Singapore**  Marina Barrage is a fantastic spot in Singapore that beautifully blends functionality with leisure. The views of the city skyline and Marina Bay Sands are stunning, especially around sunset. It’s a great place for a relaxing picnic, kite flying, or just enjoying the open space and fresh breeze.  The sustainable engineering behind the barrage is impressive too—it helps with water supply, flood control, and even acts as a recreational space. The Sustainable Singapore Gallery on-site offers insightful information about water conservation and sustainability efforts in the country.  However, it can get quite crowded on weekends, and there are limited shaded areas, so it’s good to come prepared with sunscreen or an umbrella. Still, it’s a must-visit for both locals and tourists who enjoy scenic views and green spaces",4,39,4
186,"If you are passionate of hiking the area have some trails, for the lazy ones (like me) you can put the bridge on the ridesharing app and it will leave you somewhere under and you climb some stairs until on top. The bridge is interesting and the view is beautiful. If you are lucky you might spot monkeys. We didn’t 😅",5,40,5
187,"Henderson Waves is one of my favorite spots in Singapore. The bridge has a unique wave-like design and is actually the highest pedestrian bridge in the country. It’s made of wood and steel, with curved sections where you can sit and enjoy the view, it feels peaceful and blends beautifully with the trees around.  It’s easy to get there by bus, but be ready for a steep staircase to reach the bridge. If you’re coming from Faber Point, the walk takes about 10–15 minutes and offers great views along the way.  The park around it is spacious and quiet, with plenty of shaded benches to rest. The air feels fresh and clean. Just be a bit careful during rainy weather, lightning can happen, so bring an umbrella just in case!",5,40,6
188,"Good :  A wavy bridge providing great pics. A nice trek can lead you there. Unique design.  Bad: No shelter from elements, don't forget umbrellas No restrooms nearby.",4,40,1
189,Amazing scenic place. One of the best views that Singapore can offer. Hike up may be tiring but the view is worth it. Recommended to come early in the morning to catch the sunrise and breathe in the fresh air. The night view is also unparalleled as its height allows for less light pollution. Wildlife here is also abundant for those nature lovers. Close to Faber Peak as well.,5,40,2
190,"Henderson Waves is a must-visit architectural marvel and the highest pedestrian bridge in Singapore, standing 36 meters above ground. Its wave-like wooden structure offers a unique blend of design and nature, connecting Mount Faber Park to Telok Blangah Hill Park. The panoramic views of the city, lush greenery, and sunset are breathtaking. Perfect for a leisurely walk or photo opportunities, especially at night when the bridge is beautifully illuminated. Highly recommended for nature lovers and architecture enthusiasts!  The best times to visit Henderson Waves for the best views are: •	Early Morning: Ideal for tranquility and sunrise views. It’s cooler and less crowded, making it perfect for a peaceful walk. •	Late Afternoon to Sunset: Offers stunning views of the setting sun and the cityscape. The bridge’s illumination begins at 7 PM, adding a romantic ambiance. •	Evening: The bridge is beautifully lit from 7 PM to 7 AM, creating a magical atmosphere. It’s great for photography and evening strolls. Visiting on weekdays can help avoid crowds.",5,40,3
191,"Finally visited Pinnacle @ Duxton after years of admiring it from afar — and it did not disappoint! The 50th-floor Skybridge and Observation Deck offer one of the most breathtaking 360° views of Singapore’s skyline, from Marina Bay to Chinatown’s bustling streets.  What makes this place special? It’s not just an architectural marvel but how visionary public housing can be. The design is modern, the surroundings are vibrant, and the location is unbeatable — steps away from Neil Road’s famous eateries (hello, Michelin Bib Gourmand spots!) and the cultural heart of Chinatown.",5,41,5
192,"Good location and view, cosy and atas design. The corridors give a lot of privacy and yet there's good air-flow. Pity the prices though: They're at the pinnacle of the market.  High-rise living is not for those who have vertigo.",4,41,6
193,"Fantastic view, and not a soul there. Very cheap. Highly recommend",5,41,1
194,Well worth it for $6.  Great view and can walk all around the roof perimeter.  Can see a lot of stuff around,5,41,2
195,"$6, go up from block 1G of pinnacle @ duxton. Pay in cash only at level 1. Look for the small office and bring your ez link card with you. Debit cards and bank cards with ez link function is not allowed. Bring normal netspay or ez link only.  If you walk over from the park you will be at lvl 3 so make sure to take lift to level 1 of block 1G  Views is great. Place is big and able to walk as a park for 1 or 2 hr to chill. Can walk in for these views and not too many people. For the price and view. Totally worth it.  What a nice neighborhood. Very well designed  Check out my sunset video taken here.  Viewing it from the eyes is still the best though. Appreciate the moment there",5,41,3
196,"Had always wanted to stop and pray here and finally an opportunity was given.  Stepping into the mosque, it felt like those mosques that had been around since a long time. We felt as though we were transported into another dimension. From how it looked like form outside and when u are inside.  Lets dive in!  Location: Right beside beach road's army market and the famous makan areas. Despite being in a musy area, the mosque is also surrounded by hdb housing. Do note getting a carpark lot can be challenging, unless you are are riding.  Cleanliness: We were wow-ed by the upkeep and maintenance done by those who manage the mosque. We observed the place to be very clean and welcoming.  Amenities: There are lots of food options around the area. A park that greets you when you exit the mosque gives you the fresh breathe of air as well.  Note: This mosque is gazetted as one of SG' national monument in 1973. Although not many tourists come by here, unlike Masjid Sultan, the history of 'Hajjah Fatimah' and her riches is not as well spread but you can check it out via a google search.  All in all, we loved the vibe and ambience it gives off. A definite place for tourists to also pop over and learn of the rich history we have in Singapore.",5,42,1
197,"A peaceful Subuh stop with rich history + great breakfast nearby!  Arrived around 5:30 AM after an overnight bus ride from Kuala Lumpur to Golden Mile Tower and went straight to Masjid Hajjah Fatimah (just across the road).  💫 Why I loved it:  Muslimah-friendly: Clean, spacious women’s prayer area with free telekung provided — perfect for travellers.  Spiritual vibe: After Subuh, local jamaah stayed to recite Quran together. Serene and heartwarming.  Historic charm: Built in 1846, this mosque carries deep cultural and architectural beauty.  Food nearby: Don’t miss Golden Mile Food Centre (",5,42,2
